StoreId,Upc,Qty,Sku,Uom,Pack,StoreProductName,StoreDescription,Price,Sprice,Start,End,Tax,Altupc1,Altupc2,Altupc3,Altupc4,Altupc5,Vintage,Cost,Deposit,Discountable
10128,#082000773771   ,9,#11403,750 M,1,COCKTAIL TIME STRAWBERRY MARGA                              ,COCKTAIL TIME STRAWBERRY MARGA,5.99,0.0000, , ,0.0625, , , , , ,,36.05,0,0
10128,#082000775409   ,216,#11406,50 ML,1,SMIRNOFF - SOUR BERRY LEMON                                 ,SMIRNOFF - SOUR BERRY LEMON,10,0.0000, , ,0.0625,#08250506       , , , , ,,86.38,0,0
10128,#082000775430   ,4,#11407,750 M,1,SMIRNOFF BERRY LEMON                                        ,SMIRNOFF BERRY LEMON,12.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000775836   ,2,#11408,750 M,1,SMIRNOFF - PEPPERMINT TWIST                                 ,SMIRNOFF - PEPPERMINT TWIST,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000776925   ,6,#11414,24 OZ,1,SMIRNOFF SMASH - SCREWDRIVER                                ,SMIRNOFF SMASH - SCREWDRIVER,3.2,0.0000, , ,0.0625, , , , , ,,28,0.60,0
10128,#082000757474   ,54,#11415,11.2 ,1,SMIRNOFF ICE - SCREWDRIVER                                  ,SMIRNOFF ICE - SCREWDRIVER,11.69,0.0000, , ,0.0625,#082000757481   ,#56546          , , , ,,31,1.20,0
10128,#082000778516   ,6,#11416,750 M,1,BULLEIT - BARREL STRENGTH 125.                              ,BULLEIT - BARREL STRENGTH 125.,65.99,0.0000, , ,0.0625, , , , , ,,299.96,0,0
10128,#082000778622   ,33,#11417,50 ML,1,SMIRNOFF - RED WHITE & BERRY                                ,SMIRNOFF - RED WHITE & BERRY,10,0.0000, , ,0.0625,#08253202       , , , , ,,86.36,0,0
10128,#082000782919   ,13,#11427,750 M,1,CROWN ROYAL - PEACH                                         ,CROWN ROYAL - PEACH,25.99,0.0000, , ,0.0625, , , , , ,,275.93,0,0
10128,#082000788539   ,2,#11435,750 M,1,SMIRNOFF - VANILLA                                          ,SMIRNOFF - VANILLA,15.99,0.0000, , ,0.0625,#082000004011   , , , , ,,131.93,0,0
10128,#082000789253   ,10,#11436,750 M,1,SMIRNOFF - ORNAMENT LTD                                     ,SMIRNOFF - ORNAMENT LTD,15.99,0.0000, , ,0.0625, , , , , ,,62.96,0,0
10128,#082000790761   ,0,#11439,50 ML,1,SMIRNOFF INFUSION - WATMEL MIN                              ,SMIRNOFF INFUSION - WATMEL MIN,10,0.0000, , ,0.0625,#08261201       , , , , ,,86.4,0,0
10128,#082000790808   ,4,#11442,750 M,1,SMIRNOFF INFUSION - WATMEL MIN                              ,SMIRNOFF INFUSION - WATMEL MIN,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000790815   ,3,#11443,750 M,1,SMIRNOFF INFUSION - STRAW ROSE                              ,SMIRNOFF INFUSION - STRAW ROSE,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000790822   ,11,#11444,750 M,1,SMIRNOFF INFUSION - CUCUM LIME                              ,SMIRNOFF INFUSION - CUCUM LIME,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000791102   ,24,#11447,12 OZ,1,SMIRNOFF - RED WHITE BERRY CN                               ,SMIRNOFF - RED WHITE BERRY CN,17.99,0.0000, , ,0.0625,#082000786887   ,#082000791096   , , , ,,27.2,1.20,0
10128,#082000791652   ,6,#11448,24 OZ,1,SMIRNOFF SMASH - BLUE RASP BLA                              ,SMIRNOFF SMASH - BLUE RASP BLA,3.2,0.0000, , ,0.0625, , , , , ,,27.26,0.60,0
10128,#082000791973   ,3,#11449,750 M,1,DELEON BLANCO                                               ,DELEON BLANCO,49.99,0.0000, , ,0.0625, , , , , ,,188.94,0,0
10128,#082000791980   ,3,#11450,750 M,1,DELEON REPOSADO                                             ,DELEON REPOSADO,59.99,0.0000, , ,0.0625, , , , , ,,212.94,0,0
10128,#082000792574   ,0,#11453,12 OZ,1,SMIRNOFF - ZERO SUGRED WHITE & BERRY CN                     ,SMIRNOFF - ZERO SUGRED WHITE & BERRY CN,17.99,0.0000, , ,0.0625,#082000803355   , , , , ,,27.2,1.20,0
10128,#082000792802   ,5,#11454,750 M,1,BULLEIT BOURBON - BLENDER'S SE                              ,BULLEIT BOURBON - BLENDER'S SE,54.99,0.0000, , ,0.0625, , , , , ,,479.93,0,0
10128,#082000793939   ,3,#11455,750 M,1,GEORGE DICKEL - BOTTLED IN BON                              ,GEORGE DICKEL - BOTTLED IN BON,59.99,0.0000, , ,0.0625, , , , , ,,371.93,0,0
10128,#082000796213   ,4,#11458,12 OZ,1,CROWN ROYAL RTD - PEACH TEA                                 ,CROWN ROYAL RTD - PEACH TEA,14.99,0.0000, , ,0.0625, , , , , ,,58.74,1.20,0
10128,#082000796237   ,16,#11459,12 OZ,1,CROWN ROYAL RTD - APPLE                                     ,CROWN ROYAL RTD - APPLE,14.99,0.0000, , ,0.0625, , , , , ,,57.48,1.20,0
10128,#082000796251   ,0,#11460,12 OZ,1,CROWN ROYAL RTD - WHISKY COLA                               ,CROWN ROYAL RTD - WHISKY COLA,14.99,0.0000, , ,0.0625, , , , , ,,61.32,1.20,0
10128,#082000797203   ,19,#11461,750 M,1,SMIRNOFF - PINK LEMONADE                                    ,SMIRNOFF - PINK LEMONADE,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#082000797227   ,36,#11462,11.2 ,1,SMIRNOFF ICE - PINK LEMONADE                                ,SMIRNOFF ICE - PINK LEMONADE,11.69,0.0000, , ,0.0625,#082000766001   , , , , ,,31.1,1.20,0
10128,#082000797319   ,1,#11464,750 M,1,BULLEIT - OLD FASHIONED                                     ,BULLEIT - OLD FASHIONED,34.99,0.0000, , ,0.0625, , , , , ,,348,0.60,0
10128,#082000797357   ,33,#11465,750 M,1,BULLEIT - MANHATTAN                                         ,BULLEIT - MANHATTAN,19.97,0.0000, , ,0.0625, , , , , ,,90.64,0.60,0
10128,#082000797432   ,6,#11466,1.75 ,1,CAPTAIN MORGAN RTD - MAI TAI                                ,CAPTAIN MORGAN RTD - MAI TAI,19.99,0.0000, , ,0.0625, , , , , ,,107.96,0,0
10128,#082000797449   ,10,#11467,1.75 ,1,CAPTAIN MORGAN RTD - TROPICAL PUNCH                         ,CAPTAIN MORGAN RTD - TROPICAL PUNCH,19.99,0.0000, , ,0.0625, , , , , ,,95.96,0,0
10128,#082000797500   ,5,#11468,750 M,1,O.B. - COPPER TONGUE                                        ,O.B. - COPPER TONGUE,159.99,0.0000, , ,0.0625, , , , , ,,563.96,0,0
10128,#082000797623   ,0,#11469,12 OZ,1,SMIRNOFF SELTZER - PINK LEMONADE                            ,SMIRNOFF SELTZER - PINK LEMONADE,17.39,0.0000, , ,0.0625, , , , , ,,27.2,1.20,0
10128,#082000798330   ,3,#11471,375 M,1,BULLEIT - OLD FASHIONED                                     ,BULLEIT - OLD FASHIONED,24.99,0.0000, , ,0.0625, , , , , ,,192,0.60,0
10128,#082000798347   ,1,#11472,375 M,1,BULLEIT - MANHATTAN                                         ,BULLEIT - MANHATTAN,24.99,0.0000, , ,0.0625, , , , , ,,192,0.60,0
10128,#082000799412   ,25,#11473,50 ML,1,SMIRNOFF - PEACH LEMONADE                                   ,SMIRNOFF - PEACH LEMONADE,10,0.0000, , ,0.0625,#08268301       , , , , ,,85.79,0,0
10128,#082000799429   ,1,#11474,750 M,1,SMIRNOFF - PEACH LEMONADE                                   ,SMIRNOFF - PEACH LEMONADE,15.99,0.0000, , ,0.0625, , , , , ,,131.93,0,0
10128,#08200802       ,50,#11475,200 M,1,SMIRNOFF                                                    ,SMIRNOFF,5.99,0.0000, , ,0.0625, , , , , ,,170.27,0,0
10128,#08201209       ,47,#11476,200 M,1,SMIRNOFF 100P                                               ,SMIRNOFF 100P,6.99,0.0000, , ,0.0625, , , , , ,,208.1,0,0
10128,#082054104514   ,6,#11477,12 OZ,1,WARSTEINER                                                  ,WARSTEINER,11.99,0.0000, , ,0.0625,#082054104545   , , , , ,,35.21,1.20,0
10128,#08209618       ,2,#11478,750 M,1,J ROGET - BRUT                                              ,J ROGET - BRUT,7.99,0.0000, , ,0.0625, , , , , ,,62,0,1
10128,#082100179053   ,0,#11479,1.5 L,1,ARBOR MIST - CHARD PEACH                                    ,ARBOR MIST - CHARD PEACH,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#082100179060   ,5,#11480,1.5 L,1,ARBOR MIST - EX W ZIN                                       ,ARBOR MIST - EX W ZIN,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#082100179077   ,0,#11481,1.5 L,1,ARBOR MIST - STRAW W ZIN                                    ,ARBOR MIST - STRAW W ZIN,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#082100736300   ,59,#11483,750 M,1,MONKEY BAY - SAUVIGNON BLANC                                ,MONKEY BAY - SAUVIGNON BLANC,9.97,0.0000, , ,0.0625, , , , , ,,96,0,0
10128,#082100738465   ,3,#11486,3 LT ,1,BLACK BOX - MALBEC                                          ,BLACK BOX - MALBEC,19.97,17.99, ,/ /,0.0625, , , , , ,,99.94,0,0
10128,#082100738533   ,42,#11487,750 M,1,THE DREAMING TREE - CRUSH RED                               ,THE DREAMING TREE - CRUSH RED,11.97,0.0000, , ,0.0625, , , , , ,,120,0,0
10128,#082100738571   ,0,#11488,1.5 L,1,ARBOR MIST - MANGO STRAWBERRY MOSC                          ,ARBOR MIST - MANGO STRAWBERRY MOSC,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#082100739103   ,3,#11489,1.5 L,1,ARBOR MIST - MOSCATO PEACH                                  ,ARBOR MIST - MOSCATO PEACH,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#082100739332   ,2,#11490,1.5 L,1,ARBOR MIST - PINK MOSCATO PINE STRAWB                       ,ARBOR MIST - PINK MOSCATO PINE STRAWB,8.99,0.0000, , ,0.0625, , , , , ,,40,0,0
10128,#08215309       ,39,#11492,50 ML,1,CIROC VODKA                                                 ,CIROC VODKA,3.99,0.0000, , ,0.0625, , , , , ,,131.69,0,0
10128,#082184000052   ,223,#11493,50 ML,1,JACK DANIELS                                                ,JACK DANIELS,3.49,0.0000, , ,0.0625, , , , , ,,282.36,0,0
10128,#082184000342   ,24,#11494,375 M,1,JACK DANIEL'S - HONEY                                       ,JACK DANIEL'S - HONEY,16.99,0.0000, , ,0.0625, , , , , ,,297.76,0,0
10128,#082184000359   ,142,#11495,50 ML,1,JACK DANIELS - HONEY                                        ,JACK DANIELS - HONEY,3.49,0.0000, , ,0.0625, , , , , ,,246.25,0,0
10128,#082184000618   ,27,#11496,1.75 ,1,JACK DANIELS HONEY                                          ,JACK DANIELS HONEY,44.99,0.0000, , ,0.0625, , , , , ,,233.94,0,0
10128,#082184000625   ,26,#11497,200 M,1,JACK DANIEL HONEY                                           ,JACK DANIEL HONEY,9.99,0.0000, , ,0.0625, , , , , ,,349.55,0,0
10128,#082184001172   ,11,#11498,750 M,1,JACK DANIELS - FIRE                                         ,JACK DANIELS - FIRE,26.99,0.0000, , ,0.0625, , , , , ,,263.42,0,0
10128,#082184001189   ,12,#11499,50 ML,1,JACK DANIEL'S FIRE                                          ,JACK DANIEL'S FIRE,2.99,0.0000, , ,0.0625, , , , , ,,238.8,0,0
10128,#082184001219   ,16,#11500,1.75 ,1,JACK DANIELS FIRE                                           ,JACK DANIELS FIRE,44.99,0.0000, , ,0.0625, , , , , ,,230.94,0,0
10128,#082184001554   ,9,#11501,200 M,1,JACK DANIELS FIRE                                           ,JACK DANIELS FIRE,10.99,0.0000, , ,0.0625, , , , , ,,335.52,0,0
10128,#082184001561   ,43,#11502,375 M,1,JACK DANIEL'S FIRE                                          ,JACK DANIEL'S FIRE,16.99,0.0000, , ,0.0625, , , , , ,,297.76,0,0
10128,#082184001608   ,2,#11503,750 M,1,JACK DANIELS - NO 27 GOLD                                   ,JACK DANIELS - NO 27 GOLD,99.99,0.0000, , ,0.0625, , , , , ,,239.97,0,0
10128,#082184002100   ,6,#11504,750 M,1,JACK DANIELS - BARREL PROOF                                 ,JACK DANIELS - BARREL PROOF,64.99,0.0000, , ,0.0625, , , , , ,,324.8,0,0
10128,#082184003459   ,10,#11505,750 M,1,JACK DANIELS - RYE WHISKEY                                  ,JACK DANIELS - RYE WHISKEY,29.99,0.0000, , ,0.0625, , , , , ,,293.88,0,0
10128,#082184004371   ,3,#11506,750 M,1,JACK DANIEL'S - APPLE                                       ,JACK DANIEL'S - APPLE,26.99,0.0000, , ,0.0625, , , , , ,,261.5,0,0
10128,#082184005934   ,17,#11508,750 M,1,JACK DANIELS - BONDED                                       ,JACK DANIELS - BONDED,49.99,0.0000, , ,0.0625, , , , , ,,197.94,0,0
10128,#082184005941   ,5,#11509,750 M,1,JACK DANIELS - TRIPLE MASH                                  ,JACK DANIELS - TRIPLE MASH,49.99,0.0000, , ,0.0625, , , , , ,,215.94,0,0
10128,#082184038741   ,34,#11510,1.75 ,1,GENTLEMAN JACK                                              ,GENTLEMAN JACK,59.99,0.0000, , ,0.0625, , , , , ,,310.35,0,0
10128,#082184056110   ,10,#11511,750 M,1,JACK DANIEL - WINTER JACK                                   ,JACK DANIEL - WINTER JACK,19.99,0.0000, , ,0.0625, , , , , ,,155.88,0,0
10128,#082184087008   ,7,#11512,750 M,1,JACK DANIELS SINGLE BARREL                                  ,JACK DANIELS SINGLE BARREL,54.99,0.0000, , ,0.0625, , , , , ,,251.94,0,0
10128,#082184090428   ,45,#11513,1.75 ,1,JACK DANIELS                                                ,JACK DANIELS,44.99,0.0000, , ,0.0625, , , , , ,,248.94,0,0
10128,#082184090527   ,37,#11514,200 M,1,JACK DANIELS                                                ,JACK DANIELS,9.99,0.0000, , ,0.0625, , , , , ,,335.52,0,0
10128,#082184201916   ,7,#11515,750 M,1,JACK DANIELS - HONEY                                        ,JACK DANIELS - HONEY,25.99,0.0000, , ,0.0625,#082184000335   , , , , ,,263.89,0,0
10128,#082184203736   ,38,#11517,750 M,1,JACK DANIELS                                                ,JACK DANIELS,24.99,0.0000, , ,0.0625,#082184090466   , , , , ,,204.82,0,0
10128,#082184204771   ,0,#11519,12 OZ,1,JACK DANIELS RTD - HONEY LEMONADE                           ,JACK DANIELS RTD - HONEY LEMONADE,15.99,0.0000, , ,0.0625, , , , , ,,65.94,0,0
10128,#082184205600   ,24,#11520,12 OZ,1,JACK DANIELS RTD - TENN APPLE                               ,JACK DANIELS RTD - TENN APPLE,15.99,0.0000, , ,0.0625, , , , , ,,63.8,0,0
10128,#082184226018   ,18,#11521,12 OZ,1,JD - DOWNHOME PUNCH                                         ,JD - DOWNHOME PUNCH,10.99,0.0000, , ,0.0625, , , , , ,,28.99,1.20,0
10128,#082184226032   ,66,#11522,12 OZ,1,JD - WATERMELON PUNCH                                       ,JD - WATERMELON PUNCH,10.99,0.0000, , ,0.0625, , , , , ,,28.97,1.20,0
10128,#082184238790   ,44,#11523,750 M,1,GENTLEMAN JACK                                              ,GENTLEMAN JACK,32.99,0.0000, , ,0.0625,#082184038727   , , , , ,,245.03,0,0
10128,#08219208       ,509,#11524,50 ML,1,CAPTAIN MORGAN 100 PROOF                                    ,CAPTAIN MORGAN 100 PROOF,1.25,0.0000, , ,0.0625, , , , , ,,30.17,0,0
10128,#082242010450   ,13,#11526,3 LT ,1,BOTA BOX - CABERNET                                         ,BOTA BOX - CABERNET,21.99,17.99, ,/ /,0.0625, , , , , ,,31,0,0
10128,#082242011051   ,15,#11528,3 LT ,1,BOTA BOX - CHARDONNAY                                       ,BOTA BOX - CHARDONNAY,21.99,17.99, ,/ /,0.0625, , , , , ,,53.3,0,0
10128,#082242013253   ,10,#11529,3 LT ,1,BOTA BOX - PINOT GRIGIO                                     ,BOTA BOX - PINOT GRIGIO,21.99,17.99, ,/ /,0.0625, , , , , ,,40.55,0,0
10128,#082242013314   ,3,#11530,500 M,1,BOTA MINI - PINOT GRIGIO                                    ,BOTA MINI - PINOT GRIGIO,3.99,0.0000, , ,0.0625, , , , , ,,36,0,0
10128,#082242016056   ,7,#11531,3 LT ,1,BOTA BOX - REDVOLUTION                                      ,BOTA BOX - REDVOLUTION,21.99,17.99, ,/ /,0.0625, , , , , ,,52.31,0,0
10128,#082242016063   ,2,#11532,3 LT ,1,BOTA BOX - BB CAB                                           ,BOTA BOX - BB CAB,21.99,17.99, ,/ /,0.0625, , , , , ,,47.68,0,0
10128,#082242016780   ,3,#11533,3 LT ,1,BOTA BOX BREEZE - PINOT GRIGIO                              ,BOTA BOX BREEZE - PINOT GRIGIO,21.99,17.99, ,/ /,0.0625, , , , , ,,48.64,0,0
10128,#082242016797   ,8,#11534,3 LT ,1,BOTA BOX BREEZE - RED BLEND                                 ,BOTA BOX BREEZE - RED BLEND,21.99,17.99, ,/ /,0.0625, , , , , ,,48.19,0,0
10128,#082242016827   ,20,#11535,3 LT ,1,BOTA BOX BREEZE - SAUV BLANC                                ,BOTA BOX BREEZE - SAUV BLANC,21.99,17.99, ,/ /,0.0625, , , , , ,,53.5,0,0
10128,#082242017657   ,5,#11538,3 LT ,1,BOTA BOX - MALBEC                                           ,BOTA BOX - MALBEC,21.99,17.99, ,/ /,0.0625, , , , , ,,53.5,0,0
10128,#08234401       ,10,#11558,50 ML,1,SMIRNOFF LIGHT MANGO                                        ,SMIRNOFF LIGHT MANGO,1,0.0000, , ,0.0625, , , , , ,,82,0,0
10128,#08234508       ,11,#11559,50 ML,1,SMIRNOFF LIGHT RASPBERRY                                    ,SMIRNOFF LIGHT RASPBERRY,1,0.0000, , ,0.0625, , , , , ,,82,0,0
10128,#08237806       ,97,#11564,50 ML,1,CAPTAIN MORGAN WHITE                                        ,CAPTAIN MORGAN WHITE,1.25,0.0000, , ,0.0625, , , , , ,,107.39,0,0
10128,#08239503       ,43,#11566,50 ML,1,SMIRNOFF - CITRUS                                           ,SMIRNOFF - CITRUS,1,0.0000, , ,0.0625,#082000726852   , , , , ,,82,0,0
10128,#08245805       ,193,#11569,50 ML,1,CROWN ROYAL - APPLE                                         ,CROWN ROYAL - APPLE,3.75,0.0000, , ,0.0625,#082000771524   , , , , ,,140.99,0,0
10128,#08248307       ,105,#11571,50 ML,1,CAPTAIN WHITE - COCONUT RUM                                 ,CAPTAIN WHITE - COCONUT RUM,1.5,0.0000, , ,0.0625, , , , , ,,107.39,0,0
10128,#082488123006   ,60,#11572,12 OZ,1,BECK'S                                                      ,BECK'S,15.99,0.0000, , ,0.0625, , , , , ,,24.01,1.20,0
10128,#08249306       ,0,#11575,50 ML,1,CAPTAIN MORGAN WHITE - GRAPEFR                              ,CAPTAIN MORGAN WHITE - GRAPEFR,1,0.0000, , ,0.0625, , , , , ,,107.39,0,0
10128,#08251408       ,60,#11576,50 ML,1,SMIRNOFF - PEPPERMINT TWIST                                 ,SMIRNOFF - PEPPERMINT TWIST,1,0.0000, , ,0.0625, , , , , ,,86.4,0,0
10128,#08252407       ,0,#11577,50 ML,1,CIROC - APPLE                                               ,CIROC - APPLE,3.99,0.0000, , ,0.0625, , , , , ,,131.69,0,0
10128,#08255006       ,155,#11579,50 ML,1,SMIRNOFF 100P                                               ,SMIRNOFF 100P,1.25,0.0000, , ,0.0625,#082000726494   , , , , ,,86.4,0,0
10128,#08256102       ,32,#11581,375 M,1,SMIRNOFF                                                    ,SMIRNOFF,8.99,0.0000, , ,0.0625, , , , , ,,121.77,0,0
10128,#08256209       ,43,#11582,375 M,1,SMIRNOFF 100P                                               ,SMIRNOFF 100P,11.99,0.0000, , ,0.0625, , , , , ,,185.87,0,0
10128,#082734314646   ,13,#11585,750 M,1,CASILLERO DEL DIABLO - MERLOT                               ,CASILLERO DEL DIABLO - MERLOT,9.99,0.0000, , ,0.0625, , , , , ,,80,0,1
10128,#082896077793   ,0,#11587,750 M,1,BONTERRA - MERLOT                                           ,BONTERRA - MERLOT,13.98,0.0000, , ,0.0625, , , , , ,,120,0,0
10128,#082896780419   ,1,#11588,750 M,1,BONTERRA - CHARDONNAY                                       ,BONTERRA - CHARDONNAY,13.98,0.0000, , ,0.0625, , , , , ,,120,0,0
10128,#082928210211   ,33,#11591,1.75 ,1,FLEISCHMANN'S GIN                                           ,FLEISCHMANN'S GIN,17.99,0.0000, , ,0.0625, , , , , ,,86.95,0,0
10128,#082928214318   ,51,#11592,1.75 ,1,FLEISCHMANN'S VODKA                                         ,FLEISCHMANN'S VODKA,12.99,0.0000, , ,0.0625, , , , , ,,59.46,0,0
10128,#082928214332   ,2,#11593,1 LT ,1,FLEISCHMANN'S VODKA                                         ,FLEISCHMANN'S VODKA,8.99,0.0000, , ,0.0625, , , , , ,,83.88,0,0
10128,#082928223396   ,151,#11595,50 ML,1,LTD                                                         ,LTD,1,0.0000, , ,0.0625, , , , , ,,74.4,0,0
10128,#082928399824   ,0,#11596,750 M,1,DI AMORE AMARETTO                                           ,DI AMORE AMARETTO,14.99,0.0000, , ,0.0625, , , , , ,,131.88,0,0
10128,#083085420246   ,109,#11602,187 M,1,RUFFINO - PROSECCO                                          ,RUFFINO - PROSECCO,14.97,0.0000, , ,0.0625, , , , , ,,84.8,0,0
10128,#083085903039   ,0,#11610,1.5 L,1,RUFFINO CHIANTI                                             ,RUFFINO CHIANTI,13.99,0.0000, , ,0.0625, , , , , ,,66,0,0
10128,#083085903053   ,0,#11611,750 M,1,RUFFINO MODUS                                               ,RUFFINO MODUS,32.99,0.0000, , ,0.0625, , , , , ,,232,0,1
10128,#083085903084   ,19,#11612,750 M,1,RUFFINO CHIANTI RISERVA DUCALE TAN CHI                      ,RUFFINO CHIANTI RISERVA DUCALE TAN CHI,24.98,0.0000, , ,0.0625, , , , , ,,224.87,0,0
10128,#083085903220   ,29,#11613,750 M,1,RUFFINO CHIANTI RES DUCALE GOLD                             ,RUFFINO CHIANTI RES DUCALE GOLD,34.98,0.0000, , ,0.0625, , , , , ,,318.95,0,0
10128,#083085904074   ,50,#11614,1.5 L,1,RUFFINO - PINOT GRIGIO                                      ,RUFFINO - PINOT GRIGIO,14.99,0.0000, , ,0.0625, , , , , ,,71.93,0,0
10128,#083085904081   ,143,#11615,750 M,1,RUFFINO - PROSECCO                                          ,RUFFINO - PROSECCO,11.97,0.0000, , ,0.0625, , , , , ,,113.08,0,0
10128,#083085904098   ,26,#11616,750 M,1,RUFFINO - MOSCATO D'ASTI                                    ,RUFFINO - MOSCATO D'ASTI,14.99,0.0000, , ,0.0625, , , , , ,,119.95,0,1
10128,#083089000147   ,34,#11619,50 ML,1,JAGERMEISTER COLD                                           ,JAGERMEISTER COLD,2.25,0.0000, , ,0.0625, , , , , ,,190,0,0
10128,#083089480000   ,1,#11620,750 M,1,AMERICAN HARVEST ORGANIC VODKA                              ,AMERICAN HARVEST ORGANIC VODKA,29.99,0.0000, , ,0.0625, , , , , ,,0.0000,0,0
10128,#083089660105   ,6,#11621,50 ML,1,JAGERMEISTER                                                ,JAGERMEISTER,2.5,0.0000, , ,0.0625, , , , , ,,192,0,0
10128,#083089660198   ,5,#11622,1.75 ,1,JAGERMEISTER                                                ,JAGERMEISTER,44.99,0.0000, , ,0.0625,#083089660174   , , , , ,,199.95,0,0
10128,#083089660402   ,46,#11623,200 M,1,JAGERMEISTER                                                ,JAGERMEISTER,7.99,0.0000, , ,0.0625, , , , , ,,231.55,0,0
10128,#083089660983   ,14,#11624,750 M,1,JAGERMEISTER                                                ,JAGERMEISTER,22.99,0.0000, , ,0.0625,#083089524001   , , , , ,,211.07,0,0
10128,#083089999892   ,12,#11625,375 M,1,JAGERMEISTER                                                ,JAGERMEISTER,12.99,0.0000, , ,0.0625,#083089660358   , , , , ,,239.51,0,0
10128,#083103303100   ,3,#11626,750 M,1,WATHEN'S BOURBON                                            ,WATHEN'S BOURBON,39.99,0.0000, , ,0.0625, , , , , ,,180,0,0
10128,#083103303216   ,3,#11627,750 M,1,BLACK SADDLE BOURBON                                        ,BLACK SADDLE BOURBON,49.99,0.0000, , ,0.0625, , , , , ,,218,0,0
10128,#083103365016   ,0,#11629,50 ML,1,J SEEDS APPLE CIDER WHISKEY                                 ,J SEEDS APPLE CIDER WHISKEY,1.25,0.0000, , ,0.0625, , , , , ,,85,0,0
10128,#083120011231   ,7,#11631,5 LT ,1,FRANZIA - SAUV BLANC                                        ,FRANZIA - SAUV BLANC,19.99,0.0000, , ,0.0625, , , , , ,,65.71,0,0
10128,#083120013648   ,0,#11634,1.5 L,1,LEMONADE STAND - LEMON MOSCATO                              ,LEMONADE STAND - LEMON MOSCATO,9.99,0.0000, , ,0.0625, , , , , ,,44,0,0
10128,#083120013655   ,0,#11635,750 M,1,LEMONADE STAND - LEMON MOSCATO                              ,LEMONADE STAND - LEMON MOSCATO,6.49,0.0000, , ,0.0625, , , , , ,,48,0,1
10128,#083120013662   ,6,#11636,1.5 L,1,LEMONADE STAND - STRWABERRY ROSE                            ,LEMONADE STAND - STRWABERRY ROSE,9.99,0.0000, , ,0.0625, , , , , ,,44,0,0
10128,#083120013679   ,32,#11637,750 M,1,LEMONADE STAND - STRAWBERRY ROSE                            ,LEMONADE STAND - STRAWBERRY ROSE,6.49,0.0000, , ,0.0625, , , , , ,,48,0,1
10128,#083120100195   ,5,#11638,5 LT ,1,FRANZIA - MERLOT                                            ,FRANZIA - MERLOT,19.99,0.0000, , ,0.0625, , , , , ,,66.51,0,0
10128,#083120100393   ,16,#11639,5 LT ,1,FRANZIA - PINOT GRIGIO                                      ,FRANZIA - PINOT GRIGIO,19.99,0.0000, , ,0.0625, , , , , ,,66.55,0,0
10128,#083120100492   ,6,#11640,5 LT ,1,FRANZIA - CHIANTI                                           ,FRANZIA - CHIANTI,19.99,0.0000, , ,0.0625, , , , , ,,66,0,0
10128,#083120101895   ,5,#11641,5 LT ,1,FRANZIA - CABERNET SAUVIGNON                                ,FRANZIA - CABERNET SAUVIGNON,19.99,0.0000, , ,0.0625, , , , , ,,66.4,0,0
10128,#083120102090   ,8,#11642,5 LT ,1,FRANZIA - CHARDONNAY                                        ,FRANZIA - CHARDONNAY,19.99,0.0000, , ,0.0625, , , , , ,,65.33,0,0
10128,#083120102397   ,2,#11643,5 LT ,1,FRANZIA - BURGUNDY                                          ,FRANZIA - BURGUNDY,19.99,0.0000, , ,0.0625, , , , , ,,64,0,0
10128,#083120102793   ,17,#11644,5 LT ,1,FRANZIA - CHABLIS                                           ,FRANZIA - CHABLIS,19.99,0.0000, , ,0.0625, , , , , ,,66.12,0,0
10128,#083120102892   ,7,#11645,5 LT ,1,FRANZIA - HWF - CRISP WHITE                                 ,FRANZIA - HWF - CRISP WHITE,17.99,0.0000, , ,0.0625, , , , , ,,56.71,0,0
10128,#083120103196   ,25,#11646,5 LT ,1,FRANZIA - WHITE ZINFANDEL                                   ,FRANZIA - WHITE ZINFANDEL,19.99,0.0000, , ,0.0625, , , , , ,,66.54,0,0
10128,#083120103295   ,6,#11647,5 LT ,1,FRANZIA - HWF - FRUITY RED SANGRIA                          ,FRANZIA - HWF - FRUITY RED SANGRIA,17.99,0.0000, , ,0.0625, , , , , ,,57,0,0
10128,#083120103691   ,4,#11648,5 LT ,1,FRANZIA - HWF - SUNSET BLUSH                                ,FRANZIA - HWF - SUNSET BLUSH,17.99,0.0000, , ,0.0625, , , , , ,,56.6,0,0
10128,#083300000086   ,3,#11649,375 M,1,CHAMBOARD VODKA                                             ,CHAMBOARD VODKA,13.99,0.0000, , ,0.0625, , , , , ,,0.0000,0,0
10128,#083300034524   ,17,#11650,375 M,1,CHAMBORD LIQUEUR                                            ,CHAMBORD LIQUEUR,22.99,0.0000, , ,0.0625, , , , , ,,209.88,0,0
